No,Provinsi,Kota/Kabupaten,Nama DTW,Latitude,Longitude
2646,Jawa Tengah,Kabupaten Kendal,AGRO WISATA TIRTO ARUM BARU,-6.921453,110.182981
2647,Jawa Tengah,Kabupaten Kendal,ALAS TLEDOK ASRI,-7.089955886516304,110.00622890100793
2648,Jawa Tengah,Kabupaten Kendal,CURUG SEWU KENDAL,-7.085452361535939,110.10665430114247
2649,Jawa Tengah,Kabupaten Kendal,GOA KISKENDO,-7.05937950737901,110.24212812484896
2650,Jawa Tengah,Kabupaten Kendal,KALITERONG ASRI,-7.0984,109.99287
2651,Jawa Tengah,Kabupaten Kendal,KAMPOENG TEPI SAWAH,-7.100435032083444,110.27533553762571
2652,Jawa Tengah,Kabupaten Kendal,KARAOKE GADING ASRI,-7.125073059124157,110.27899723039579
2653,Jawa Tengah,Kabupaten Kendal,KARAOKE VALENTIN 2,-7.04608,110.05025
2654,Jawa Tengah,Kabupaten Kendal,KEDUNG PENGILON KENDAL,-7.011409765900336,110.18730685313218
2655,Jawa Tengah,Kabupaten Kendal,KOLAM RENANG BOJA,-7.101441645515088,110.27555289601369
2656,Jawa Tengah,Kabupaten Kendal,KOLAM RENANG LERI (PINGUIN X-KUTO),-6.956946263023575,110.0533774082962
2657,Jawa Tengah,Kabupaten Kendal,KOLAM RENANG MAGELUNG,-6.9805836175514715,110.23641911858321
2658,Jawa Tengah,Kabupaten Kendal,KOLAM RENANG PROSOTAN PLANTARAN,-6.966005434362402,110.23985771135669
2659,Jawa Tengah,Kabupaten Kendal,KOLAM RENANG SEKATUL,-7.139819368849115,110.30011427237972
2660,Jawa Tengah,Kabupaten Kendal,Kolam Renang Tegalpolo,-6.978119906366843,110.22941724460793
2661,Jawa Tengah,Kabupaten Kendal,Kolam Renang WaterLife - Purworejo,-6.974667662318764,110.12249372083838
2662,Jawa Tengah,Kabupaten Kendal,LEMBAH NIRWANA,-7.19069795022841,110.30819878067219
2663,Jawa Tengah,Kabupaten Kendal,NUSANTARA WATER PARK BOJA,-7.101204640029424,110.3047313667031
2664,Jawa Tengah,Kabupaten Kendal,OMAH'E OPA TAMAN DONOROJO,-7.079415242243087,110.1730025052574
2665,Jawa Tengah,Kabupaten Kendal,PANTAI CAHAYA,-6.902777,110.065339
2666,Jawa Tengah,Kabupaten Kendal,PANTAI INDAH KEMANGI,-6.890309738926785,110.10608939625101
2667,Jawa Tengah,Kabupaten Kendal,PANTAI MUARA KENCAN,-6.85779610786429,110.16507835263485
2668,Jawa Tengah,Kabupaten Kendal,PANTAI SENDANG SIKUCING,-6.902846193605183,110.06067490272382
2669,Jawa Tengah,Kabupaten Kendal,pemancingan mbah gober,-7.095337782852659,110.2646711551992
2670,Jawa Tengah,Kabupaten Kendal,PEMANCINGAN NAILA,-6.941273115859359,110.21765279504991
2671,Jawa Tengah,Kabupaten Kendal,PEMANCINGAN SEKATUL,-7.139823843903711,-7.139823843903711
2672,Jawa Tengah,Kabupaten Kendal,PEMANCINGAN SUMBER ALAM,-7.100191629771272,110.2898671922342
2673,Jawa Tengah,Kabupaten Kendal,PEMANCINGAN TIRTA NUSANTARA,-7.101856806512017,110.30487090821573
2674,Jawa Tengah,Kabupaten Kendal,Pemandian Air Panas Nglimut Gonoharjo,-7.14677748891772,110.33096953281233
2675,Jawa Tengah,Kabupaten Kendal,RIVERWALK BOJA,-7.093108031102368,110.27522775416102
2676,Jawa Tengah,Kabupaten Kendal,SEKARTAMA WATERLAND,-6.9701427964659555,110.07361366572867
2677,Jawa Tengah,Kabupaten Kendal,SIX WATER GAME,-6.96617,110.05888
2678,Jawa Tengah,Kabupaten Kendal,TEGAR PEMANCINGAN,-7.05633475736316,110.12258674381522
2679,Jawa Tengah,Kabupaten Kendal,TIRTA TEGOREJO (ANUGERAH SEPUR),-6.973039901397674,110.15263783120038
2680,Jawa Tengah,Kabupaten Kendal,WAHANA WISATA BUKIT SARI,-7.058938025724307,110.24391701133518
2681,Jawa Tengah,Kabupaten Kendal,WISATA PANTAI NGEBUM,-6.927029983584293,110.3019868923149
2682,Jawa Tengah,Kabupaten Klaten,BATU PUTIH,-7.767035,110.677178
2683,Jawa Tengah,Kabupaten Klaten,Bukit Cinta Watu Prau,-7.640899,110.669584
2684,Jawa Tengah,Kabupaten Klaten,Bukit sidoguro,-7.6791201,110.6102555
2685,Jawa Tengah,Kabupaten Klaten,Candi plaosan,-7.6791321,110.6102447
2686,Jawa Tengah,Kabupaten Klaten,Candi sojiwan,-7.760257,110.496259
2687,Jawa Tengah,Kabupaten Klaten,Candramaya pool & resort,-7.611571,110.632913
2688,Jawa Tengah,Kabupaten Klaten,D'Wangen,-7.597039,110.651886
2689,Jawa Tengah,Kabupaten Klaten,Girpasang,-7.6791201,110.6102555
2690,Jawa Tengah,Kabupaten Klaten,Janti Park,-759425,11064435
2691,Jawa Tengah,Kabupaten Klaten,KALI TALANG,-7.583375,110.461934
2692,Jawa Tengah,Kabupaten Klaten,Kolam Renang Tirta Harapan,-7.692116,110.608364
2693,Jawa Tengah,Kabupaten Klaten,Kolam Renang Tirta Pelangi,-7.751245,110.615709
2694,Jawa Tengah,Kabupaten Klaten,LELUMBAN BALE TIRTO,-7.610906,110.637762
2695,Jawa Tengah,Kabupaten Klaten,Makam Sunan Pandanaran ,-7.781458,110.633354
2696,Jawa Tengah,Kabupaten Klaten,Ndalem Putri,-7.592809,110.658511
2697,Jawa Tengah,Kabupaten Klaten,New Rivermoon,-7.60639,107.64893
2698,Jawa Tengah,Kabupaten Klaten,OMAC,-7.60369,110.6439
2699,Jawa Tengah,Kabupaten Klaten,Pancingan 100 (Ember Tumpah),-7.594013,110.648636
2700,Jawa Tengah,Kabupaten Klaten,PESONA ALAM TIRTA,-7.611494,110.634316
2701,Jawa Tengah,Kabupaten Klaten,PRILON PARK,-7.694965,110.6276
2702,Jawa Tengah,Kabupaten Klaten,Soko Alas,-7.60931,110.642938
2703,Jawa Tengah,Kabupaten Klaten,Taman Banyu Gemblinding Tubbing,-7.606482,110.650384
2704,Jawa Tengah,Kabupaten Klaten,TIRTA KAMANDANU,-7.615612,110.639666
2705,Jawa Tengah,Kabupaten Klaten,UGUL-UGUL,-7.657049,110.473362
2706,Jawa Tengah,Kabupaten Klaten,Umbul Asri,-7.591841,110.645391
2707,Jawa Tengah,Kabupaten Klaten,Umbul Besuki,-7.60995,110.6379
2708,Jawa Tengah,Kabupaten Klaten,Umbul brintik,-7.6791201,110.6102555
2709,Jawa Tengah,Kabupaten Klaten,Umbul brondong,-7.68488,107.56608
2710,Jawa Tengah,Kabupaten Klaten,Umbul jolotundo,-7.64336,110.59926
2711,Jawa Tengah,Kabupaten Klaten,Umbul Kemanten,-7591619,110650617
2712,Jawa Tengah,Kabupaten Klaten,Umbul Pelem,-75925,1106492
2713,Jawa Tengah,Kabupaten Klaten,UMBUL PLUNENG,-7.696741,110.563624
2714,Jawa Tengah,Kabupaten Klaten,Umbul Ponggok,-7.61366,110.63607
2715,Jawa Tengah,Kabupaten Klaten,Umbul sigedang Kapilaler,-76061,11064501
2716,Jawa Tengah,Kabupaten Klaten,Umbul susuhan,-7.6445,110.59808
2717,Jawa Tengah,Kabupaten Klaten,Water family,-7.614234,110.634333
2718,Jawa Tengah,Kabupaten Klaten,WATER PARK TIRTONIRMOLO,-7.749122,110.500892
2719,Jawa Tengah,Kabupaten Klaten,Watu kapu tubbing pusur,-7.606909,110.656096
2720,Jawa Tengah,Kabupaten Klaten,Wisata Siblarak,-7588747,110659817
2721,Jawa Tengah,Kabupaten Klaten,Wisata Umbul Nilo,-7.593251,110.641963
2722,Jawa Tengah,Kabupaten Kudus,Air Terjun Kedung Gender,-6.2297465,106.829518
2723,Jawa Tengah,Kabupaten Kudus,ao you swimming pool,-6.825999,110.896679
2724,Jawa Tengah,Kabupaten Kudus,ARS Waterpark,-6.2297465,106.829518
2725,Jawa Tengah,Kabupaten Kudus,bukit coffee dan waterpark mini garden,-6.697889,110.85213
2726,Jawa Tengah,Kabupaten Kudus,bukit krobo'an,-6.685613,110.854705
2727,Jawa Tengah,Kabupaten Kudus,Hexzone Theraphy,-6.800221,110.869885
2728,Jawa Tengah,Kabupaten Kudus,irons waterpark,-6827,110.883557
2729,Jawa Tengah,Kabupaten Kudus,Istana Candi Pool,-6.2297465,106.829518
2730,Jawa Tengah,Kabupaten Kudus,Kampung Kuto,-6.2297465,106.829518
2731,Jawa Tengah,Kabupaten Kudus,Kolam Renang Lambao,-6.783622604188989,110.84039256967463
2732,Jawa Tengah,Kabupaten Kudus,kolam renang nasuky,-6.826638,110.882398
2733,Jawa Tengah,Kabupaten Kudus,Kretek Water Park,-6.791973,110.786094
2734,Jawa Tengah,Kabupaten Kudus,Makam Sunan Muria,-6.666121438540892,110.89943337301284
2735,Jawa Tengah,Kabupaten Kudus,Mountain View Residence (MVR),-6.2297465,106.829518
2736,Jawa Tengah,Kabupaten Kudus,MUSEUM JENANG DAN GUSJIGANG,-6.8026148765500585,110.84371376535191
2737,Jawa Tengah,Kabupaten Kudus,Museum Kretek Kudus,-6.2297465,106.829518
2738,Jawa Tengah,Kabupaten Kudus,Museum Situs Purbakala Patiayam,-6.2297465,106.829518
2739,Jawa Tengah,Kabupaten Kudus,Rumah Jadoel,-6.2297465,106.829518
2740,Jawa Tengah,Kabupaten Kudus,seribu batu semliro,-6.636115,110.884058
2741,Jawa Tengah,Kabupaten Kudus,Serua Swimming Pool,-6.783816850188235,110.83999654295921
2742,Jawa Tengah,Kabupaten Kudus,Taman Krida Wisata,-6.2297465,106.829518
2743,Jawa Tengah,Kabupaten Kudus,TAMAN RIA COLO,-6.2297465,106.829518
2744,Jawa Tengah,Kabupaten Kudus,Taman Sardi,-6.2297465,106.829518
2745,Jawa Tengah,Kabupaten Kudus,THE HILLS VAGANZA,-6.2297465,106.829518
2746,Jawa Tengah,Kabupaten Kudus,Tugu Identitas,-6.811658,110.840174
2747,Jawa Tengah,Kabupaten Kudus,Wana Wisata Pijar Park,-6.2297465,106.829518
2748,Jawa Tengah,Kabupaten Kudus,Waterpark Mulia Wisata,-6.2297465,106.829518
2749,Jawa Tengah,Kabupaten Kudus,wisata dan resto joglo dopang,-6.640147,110.872175
2750,Jawa Tengah,Kabupaten Kudus,wisata warung kedung gong,-6.641798,110.872089
2751,Jawa Tengah,Kabupaten Magelang,AIR TERJUN SUMURAN SELOPROJO,-7.3731586,110.3312355
2752,Jawa Tengah,Kabupaten Magelang,BANYU LANGIT AGRO PARK,-7.3689734,110.3173748
2753,Jawa Tengah,Kabupaten Magelang,BOROBUDUR LAND,-7.5866958,110.1892865
2754,Jawa Tengah,Kabupaten Magelang,CANDI BOOBUDUR,-6.2297465,106.829518
2755,Jawa Tengah,Kabupaten Magelang,CANDI MENDUT,-6.2297465,106.829518
2756,Jawa Tengah,Kabupaten Magelang,CANDI NGAWEN,-7.6038291,110.2697083
2757,Jawa Tengah,Kabupaten Magelang,CANDI SELOGRIYO,-7.4196112,110.1575095
2758,Jawa Tengah,Kabupaten Magelang,CV ENERGI BUMI ADVENTURE,-6.2297465,106.829518
2759,Jawa Tengah,Kabupaten Magelang,GUNUNG TELOMOYO VIA DALANGAN,-7.3889337,110.4007151
2760,Jawa Tengah,Kabupaten Magelang,KALING KALIH ADVENTURE,-7.6101586,110.2248144
2761,Jawa Tengah,Kabupaten Magelang,KEBUN INGGIT STRAWBERRY,-7.4829285,110.378152
2762,Jawa Tengah,Kabupaten Magelang,OBYEK WISATA ALAM JURANG JERO,-6.2297465,106.829518
2763,Jawa Tengah,Kabupaten Magelang,PEMANDIAN AIR HANGAT CANDI UMBUL,-7.3596166,110.2944548
2764,Jawa Tengah,Kabupaten Magelang,PENDAKIAN MERBABU VIA SUWANTING,-7.4740626,110.3781111
2765,Jawa Tengah,Kabupaten Magelang,PENDAKIAN SUMBING VIA MANGLI,-7.4169385,110.0671673
2766,Jawa Tengah,Kabupaten Magelang,PESONA ALAM GUNUNG GUPAK,-7.5015565,110.3306927
2767,Jawa Tengah,Kabupaten Magelang,TALANG LONDO,-7.4194644,110.2212891
2768,Jawa Tengah,Kabupaten Magelang,TAMAN REKREASI MENDUT,-6.2297465,106.829518
2769,Jawa Tengah,Kabupaten Magelang,TELAGA BLEDER,7.3835896,110.3257895
2770,Jawa Tengah,Kabupaten Magelang,TERASERING SITEGONG,7.259193,110.343011
2771,Jawa Tengah,Kabupaten Magelang,TWA KALIBENING,-7.4195185,110.2191713
2772,Jawa Tengah,Kabupaten Magelang,UMBUL BANYUROSO,-7.579345,110.1673968
2773,Jawa Tengah,Kabupaten Magelang,WANA MUKTI SI GUEDE,-7.4264089,110.1046991
2774,Jawa Tengah,Kabupaten Magelang,WATU PUTIH VIEW,-7.630803,110.214575
2775,Jawa Tengah,Kabupaten Magelang,WISATA GETEK BALONG,-7.6333936,110.2332239
2776,Jawa Tengah,Kabupaten Magelang,WISATA KELINCI & 32 SPOT SELFIE DESA BAHASA BOROBUDUR,-6.2297465,106.829518
2777,Jawa Tengah,Kabupaten Pati,Air Terjun Banyulawe,-6.2297465,106.829518
2778,Jawa Tengah,Kabupaten Pati,Air Terjun Grenjengan Sewu,-6.464057,106.412433
2779,Jawa Tengah,Kabupaten Pati,AIR TERJUN TADAH UDAN,-6.953476,110.921574
2780,Jawa Tengah,Kabupaten Pati,BUKIT KAYANGAN,-6.666622,110.944874
2781,Jawa Tengah,Kabupaten Pati,BUKIT PANDANG,-6.943606,110.984177
2782,Jawa Tengah,Kabupaten Pati,DESA  WISATA TALUN KAYEN,-6.852072,110.972111
2783,Jawa Tengah,Kabupaten Pati,DESA WISATA BAKARAN WETAN,-6.696695,111.138499
2784,Jawa Tengah,Kabupaten Pati,DESA WISATA GULANG PONGGE ,-6.587162,110.95962
2785,Jawa Tengah,Kabupaten Pati,DESA WISATA JRAHI,-6.601657,110.924097
2786,Jawa Tengah,Kabupaten Pati,Eks  Rumah Karesidenan Pati,-6.752662,111.023273
2787,Jawa Tengah,Kabupaten Pati,Gapura Majapahit,-6.2297465,106.829518
2788,Jawa Tengah,Kabupaten Pati,GENUK KEMIRI,-6.738669,111.058611
2789,Jawa Tengah,Kabupaten Pati,GOA LARANGAN,-6.893095,111.043767
2790,Jawa Tengah,Kabupaten Pati,GOA WAREH,-6.932034,110.957675
2791,Jawa Tengah,Kabupaten Pati,GUA PANCUR,-6.909284,110.980435
2792,Jawa Tengah,Kabupaten Pati,Jollong Garden Valley,-6.580512,110.939311
2793,Jawa Tengah,Kabupaten Pati,Kampoeng Deso ,-6.2297465,106.829518
2794,Jawa Tengah,Kabupaten Pati,KEBUN JOLLONG,-6.662801,110.97115
2795,Jawa Tengah,Kabupaten Pati,Kelenteng Hok Tik Bio,-6.755118,111.043725
2796,Jawa Tengah,Kabupaten Pati,Kolam Renang Joyo Kusumo Pati,-6.748268,111.01343
2797,Jawa Tengah,Kabupaten Pati,MAKAM MBAH MUTTAMAKIN,-6.608238,111.054752
2798,Jawa Tengah,Kabupaten Pati,Makam Nyai Ageng Ngerang,-6.2297465,106.829518
2799,Jawa Tengah,Kabupaten Pati,Makam Sunan Prawoto,-6.2297465,106.829518
2800,Jawa Tengah,Kabupaten Pati,MANGROVE TUNGGULSARI,-6.54845,111.073938
2801,Jawa Tengah,Kabupaten Pati,Pantai Kertomulyo ,-6.2297465,106.829518
2802,Jawa Tengah,Kabupaten Pati,Pesona Poncodan ,-6.2297465,106.829518
2803,Jawa Tengah,Kabupaten Pati,POKDARWIS KARYA CITRA MANDIRI,-6.603889,110.967374
2804,Jawa Tengah,Kabupaten Pati,PULAU SEPRAPAT,-6.652981,111.290577
2805,Jawa Tengah,Kabupaten Pati,Sendang Jibing,-6.2297465,106.829518
2806,Jawa Tengah,Kabupaten Pati,SENDANG SANI,-6.714871,111.008717
2807,Jawa Tengah,Kabupaten Pati,SUNAN NGERANG SENTONO PAKUWON,-6.719783,111.161967
2808,Jawa Tengah,Kabupaten Pati,WADUK GUNUNG ROWO,-6.656359,110.964547
2809,Jawa Tengah,Kabupaten Pati,Waduk Seloromo Gembong,-6.7,110.95
2810,Jawa Tengah,Kabupaten Pati,"Wisata Edukasi  ""Panorama"" Bageng",-6.65665,110.923086
2811,Jawa Tengah,Kabupaten Pati,"Wisata Edukasi ""TPA Sukoharjo""",-6.580512,110.939311
2812,Jawa Tengah,Kabupaten Pati,"Wisata Edukasi Batik Pati ""Yuliati Warno""",-6.2297465,106.829518
2813,Jawa Tengah,Kabupaten Pati,Wisata Edukasi dan Kuliner Agrokopyor Kenanti,-6.2297465,106.829518
2814,Jawa Tengah,Kabupaten Pati,Wisata Edukasi Tas anyaman Syam¡¯s Handicraft ,-6.73,111.16
2815,Jawa Tengah,Kabupaten Pati,WISATA RELIGI SYEH JANGKUNG,-6.894458,110.985919
2816,Jawa Tengah,Kabupaten Pati,Yutaka Farm,6.66,111.05
2817,Jawa Tengah,Kabupaten Pekalongan,AGRO WISATA GOA MACAN,-7.073413060652315,109.5391402657689
2818,Jawa Tengah,Kabupaten Pekalongan,ANNISA WATER PARK,-6.961641999928861,109.53192606576717
2819,Jawa Tengah,Kabupaten Pekalongan,Bengkelung park,-7.074132,109.685341
2820,Jawa Tengah,Kabupaten Pekalongan,BLACK CANYON ,-7.108205,109.731461
2821,Jawa Tengah,Kabupaten Pekalongan,BUKIT GAMBARAN,-7.052323228895404,109.69377636902921
2822,Jawa Tengah,Kabupaten Pekalongan,BUKIT TRIANGULASI,-7.181695820927519,109.60464659438026
2823,Jawa Tengah,Kabupaten Pekalongan,Buper  Linggoasri,-7.10624,109.58633
2824,Jawa Tengah,Kabupaten Pekalongan,Ciblon karanggondang,-7.03924,109.62194
2825,Jawa Tengah,Kabupaten Pekalongan,Curug bajing,-7.169838,109.728757
2826,Jawa Tengah,Kabupaten Pekalongan,CURUG MADU RESMI,-7.06558,109.70613
2827,Jawa Tengah,Kabupaten Pekalongan,JUNGGLE WHAT ,-7.130105783821135,109.60391999437948
2828,Jawa Tengah,Kabupaten Pekalongan,Kali Paingan,-7.11611,109.59265
2829,Jawa Tengah,Kabupaten Pekalongan,KEDUNG KETJEH,26.474525177335067,111.0584210090181
2830,Jawa Tengah,Kabupaten Pekalongan,Kolam Renang Al Kautsar,-6.2297465,106.829518
2831,Jawa Tengah,Kabupaten Pekalongan,Kolam Renang Banyu Biru,-6.88427,109.62007
2832,Jawa Tengah,Kabupaten Pekalongan,KOLAM RENANG KULU ASRI ,-7.0321526379248,109.60312368111227
2833,Jawa Tengah,Kabupaten Pekalongan,KOLAM RENANG LANGKAP INDAH ,-6.991805066782613,109.66841223693164
2834,Jawa Tengah,Kabupaten Pekalongan,KOLAM RENANG PRIMA GRAHA,-6.2297465,106.829518
2835,Jawa Tengah,Kabupaten Pekalongan,KOLAM RENANG TIRTA ARUM BOJONG ,-6.985515761584619,109.58471325042358
2836,Jawa Tengah,Kabupaten Pekalongan,La Ranch,-7.04133,109.62092
2837,Jawa Tengah,Kabupaten Pekalongan,Linggoasri,-7.10361,109.57732
2838,Jawa Tengah,Kabupaten Pekalongan,MANA SUKA CAMPING GROUND ,-7.149194857322121,109.57108639437978
2839,Jawa Tengah,Kabupaten Pekalongan,Pantai depok,-6.2297465,106.829518
2840,Jawa Tengah,Kabupaten Pekalongan,PANTAI WONOKERTO,-6.845498,109.633646
2841,Jawa Tengah,Kabupaten Pekalongan,PANTAI WONOKERTO,-6.845498,109.633646
2842,Jawa Tengah,Kabupaten Pekalongan,PANTAI WONOKERTO,-6.845498,109.633646
2843,Jawa Tengah,Kabupaten Pekalongan,PANTAI WONOKERTO,-6.845498,109.633646
2844,Jawa Tengah,Kabupaten Pekalongan,SIKUJANG ,-7.08833,109.53002
2845,Jawa Tengah,Kabupaten Pekalongan,Sipare green park,-6.2297465,106.829518
2846,Jawa Tengah,Kabupaten Pekalongan,SOKO LANGIT ,-7.05670305219888,109.6274112506509
2847,Jawa Tengah,Kabupaten Pekalongan,TELAGA SIGEBYAR MANGUNAN ,-7.17547,109.7694
2848,Jawa Tengah,Kabupaten Pekalongan,TIRTA WAHYU ARTA ,-7.049172916411302,109.66024084082021
2849,Jawa Tengah,Kabupaten Pekalongan,WELO ASRI,-7.11573,109.73994
2850,Jawa Tengah,Kabupaten Pekalongan,WISATA DANAU AL KAUSTAR,-7.0242850729014865,109.63175062242333
2851,Jawa Tengah,Kabupaten Pekalongan,WOW PACALAN,-7.172965995488622,109.58876596554413
2852,Jawa Tengah,Kabupaten Pekalongan,ZATOLAND WATERBOOM,-6.943061689302411,109.55729102321236
2853,Jawa Tengah,Kabupaten Pemalang,Bendungan Mejagong,-6.2297465,106.829518
2854,Jawa Tengah,Kabupaten Pemalang,Candi Camp Area,-7.181755,109.285836
2855,Jawa Tengah,Kabupaten Pemalang,Comal Baru Water Park,-6.917448,109.517083
2856,Jawa Tengah,Kabupaten Pemalang,Gumuk Jagongan Kebanggan,-7.133965,109.236567
2857,Jawa Tengah,Kabupaten Pemalang,Jurangmangu Adventure Village ,-7188014,109.21049
2858,Jawa Tengah,Kabupaten Pemalang,Kolam Renang Seruni,-6.906531,109.53249
2859,Jawa Tengah,Kabupaten Pemalang,Kolam Renang Zatobay,-6.2297465,106.829518
2860,Jawa Tengah,Kabupaten Pemalang,Obyek Wisata Pantai Widuri,6.8617,109.3778
2861,Jawa Tengah,Kabupaten Pemalang,Pantai Joko Tinngkir,-6.830887,109.457233
2862,Jawa Tengah,Kabupaten Pemalang,Raibow Rafting,-7.102792,109.25946
2863,Jawa Tengah,Kabupaten Pemalang,Taman Rancah Via Ferrata,-6.2297465,106.829518
2864,Jawa Tengah,Kabupaten Pemalang,Wana Wisata dan Bumi Perkemahan Mentek,-7.12207,109.37843
2865,Jawa Tengah,Kabupaten Pemalang,Watu Tumpeng,-7.102637,109.276234
2866,Jawa Tengah,Kabupaten Pemalang,Widuri Water Park (WWP),-6.8617,109.3778
2867,Jawa Tengah,Kabupaten Pemalang,Wisata Alam Bukit Tangkeban,-6.2297465,106.829518
2868,Jawa Tengah,Kabupaten Pemalang,Wisata Alam Igir Kandang,-7.214775,109.265642
2869,Jawa Tengah,Kabupaten Pemalang,Wisata Edukasi Gatra Kencana,-6.2297465,106.829518
2870,Jawa Tengah,Kabupaten Pemalang,Wisata Gunung Gajah,-6.2297465,106.829518
2871,Jawa Tengah,Kabupaten Pemalang,Wisata Loning Ciblon (WILOCI),-7.160998,109.217676
2872,Jawa Tengah,Kabupaten Pemalang,WISATA PANGERAN PURBAYA SURAJAYA ( WIPPAS ),-6.2297465,106.829518
2873,Jawa Tengah,Kabupaten Purbalingga,ayunda waterboom,-7.360731,109.385714
2874,Jawa Tengah,Kabupaten Purbalingga,Bendina Hills,-7.2281541,109.3359841
2875,Jawa Tengah,Kabupaten Purbalingga,bendungan Slinga Park,-7.3592335,109.3853061
2876,Jawa Tengah,Kabupaten Purbalingga,Cartoon Village In Sidareja,-7.3676903,109.4469727
2877,Jawa Tengah,Kabupaten Purbalingga,Curug Karang,-7.2774657,109.5189362
2878,Jawa Tengah,Kabupaten Purbalingga,Curug Panyatan,-7.284629,109.5533148
2879,Jawa Tengah,Kabupaten Purbalingga,Dlas Serang,-7.2423813,109.2890025
2880,Jawa Tengah,Kabupaten Purbalingga,Experiental Tourism Griya Petualang Indonesia),-7.3004211,109.273365
2881,Jawa Tengah,Kabupaten Purbalingga,FIK 2,-7.402442,109.517118
2882,Jawa Tengah,Kabupaten Purbalingga,Gardu Pandang,-7.2360777,109.2655721
2883,Jawa Tengah,Kabupaten Purbalingga,Green Sabin,-7.319312,109.3403779
2884,Jawa Tengah,Kabupaten Purbalingga,Karag Hills,-7.3973236,109.5295727
2885,Jawa Tengah,Kabupaten Purbalingga,Karangreja Park,-7.2317692,109.3342813
2886,Jawa Tengah,Kabupaten Purbalingga,Kedung Kuali Bintang Perwira,-7.2252797,109.3701103
2887,Jawa Tengah,Kabupaten Purbalingga,Klawing Sonten Banjarandap,-7.3588369,109.3833735
2888,Jawa Tengah,Kabupaten Purbalingga,Lembah Pleset,-7.4088199,109.4656019
2889,Jawa Tengah,Kabupaten Purbalingga,Mulyani Garden,-7.3114574,109.4112147
2890,Jawa Tengah,Kabupaten Purbalingga,Museum Prof Dr R Soegarda Poerbakawatja,-7.3885903,109.3445729
2891,Jawa Tengah,Kabupaten Purbalingga,Museum Tempat Lahir Jenderal Soedirman,-7.3941636,109.2138709
2892,Jawa Tengah,Kabupaten Purbalingga,Objek Wisata Alam Golaga,-7.2284743,109.3159098
2893,Jawa Tengah,Kabupaten Purbalingga,Owabong Waterpark,-7.3494654,109.3475055
2894,Jawa Tengah,Kabupaten Purbalingga,Pancuran Ciblon Bobotsari,-7.3064644,109.3629981
2895,Jawa Tengah,Kabupaten Purbalingga,Petilasan Ardi Lawet Syekh Jambu Karang,-7.2491843,109.489626
2896,Jawa Tengah,Kabupaten Purbalingga,PINESAN SERANG,-7.2383884,109.2852716
2897,Jawa Tengah,Kabupaten Purbalingga,Plangon Hills,-7.2896513,109.4248616
2898,Jawa Tengah,Kabupaten Purbalingga,Pleci Edupark Nangkod,-7.3789944,109.5227691
2899,Jawa Tengah,Kabupaten Purbalingga,Pos Pendakian Gunung Slamet,-7.2262093,109.26263
2900,Jawa Tengah,Kabupaten Purbalingga,Rest Area Berkah Mulia Cheng Ho,-7.317523,109.362195
2901,Jawa Tengah,Kabupaten Purbalingga,Sangga Langit Lake,-7.3756923,109.3404275
2902,Jawa Tengah,Kabupaten Purbalingga,situ tirta marta,-7.3336844,109.311465
2903,Jawa Tengah,Kabupaten Purbalingga,Taman Sanggaluri Park,-7.3566329,109.3289761
2904,Jawa Tengah,Kabupaten Purbalingga,The Samingah Wised,-7.2663067,109.3750337
2905,Jawa Tengah,Kabupaten Purbalingga,Tirta Asri Walik,-7.3544167,109.3246491
2906,Jawa Tengah,Kabupaten Purbalingga,Tirta Mandiri Swimming Pool,-7.3079319,109.5172565
2907,Jawa Tengah,Kabupaten Purbalingga,TWP Purbasari Pancuran Mas Purbalingga,-7.607099,102.164935
2908,Jawa Tengah,Kabupaten Purbalingga,Umah Wayang,-7.3754724,109.2422743
2909,Jawa Tengah,Kabupaten Purbalingga,wisata Air Dita Pelangi,-7.299639,109.3056691
2910,Jawa Tengah,Kabupaten Purbalingga,Wisata Alam Siregol Superland,-7.2305075,109.4396864
2911,Jawa Tengah,Kabupaten Purbalingga,Wisata Curug Sumba,-7.2707443,109.3446862
2912,Jawa Tengah,Kabupaten Purbalingga,wisata susur sungai linggamas,-7.4728247,109.3252445
2913,Jawa Tengah,Kabupaten Purworejo,Bandung Selis Adventure Park,-7.71089,109.92241
2914,Jawa Tengah,Kabupaten Purworejo,Bogowonto Kayak,-7.88413,110.03331
2915,Jawa Tengah,Kabupaten Purworejo,Bogowonto Rafting,-7.87855,110.00424
2916,Jawa Tengah,Kabupaten Purworejo,Curug Gunung Putri,-7.5619,109.88888
2917,Jawa Tengah,Kabupaten Purworejo,Desa Wisata Kalisemo,-7.66126,110.06531
2918,Jawa Tengah,Kabupaten Purworejo,Desa Wisata Karangrejo,-7.68611,110.04675
2919,Jawa Tengah,Kabupaten Purworejo,Desa Wisata Pandanrejo,-7.71924,110.12805
2920,Jawa Tengah,Kabupaten Purworejo,Desa Wisata Somongari,-7.76772,110.06463
2921,Jawa Tengah,Kabupaten Purworejo,Desa Wisata Tunjungan,-7.83791,109.94545
2922,Jawa Tengah,Kabupaten Purworejo,Geger Menjangan,-7.701796,110.025626
2923,Jawa Tengah,Kabupaten Purworejo,Goa Seplawan,-7.77315,110.11004
2924,Jawa Tengah,Kabupaten Purworejo,Gunung Satria Mbah Giri Tjoemantoko,-7.71228,109.89008
